name,brand,street,zip,city,country,latitude,longitude,phone,email,website
Auto-Center-Nord GmbH,KIA,Güterbahnhofstr. 45,01968,Senftenberg,DE,51.528336,14.008998,03573 - 794480,kia@acnord.de,https://www.kia-senftenberg-nord.de
Gleich Automobile GmbH,KIA,Ferdinand-Lassalle-Str. 59,72770,Reutlingen,DE,48.487888,9.150369,07121 - 56760,info@gleich-automobile.de,https://www.kia-gleich-reutlingen.de
Autohaus Hakelberg GmbH,KIA,Eitzer Str. 217,27283,Verden,DE,52.908158,9.262347,04231 - 64018,haldis.hakelberg@ah-hakelberg.de,https://www.kia-hakelberg-verden.de/
Autohaus Burian e.K,KIA,Werner-Nordmeyer-Str. 11,31226,Peine,DE,52.31242,10.213886,05171 - 950500,info@kia-peine.de ,https://www.kia-burian-peine.de/
Autohaus Riemann e.K.,KIA,Lise-Meitner-Str. 4,49661,Cloppenburg,DE,52.837704,8.06985,04471 -184080,team-kia@autohaus-riemann.de,https://www.kia-riemann-cloppenburg.de
Car-Center Wismar GmbH,KIA,Flinkerskoppel 1,23970,Wismar,DE,53.875593,11.449475,03841 - 72920,info@car-center-wismar.de,https://www.kia-car-center-wismar.de
Hermann Jansen GmbH & Co. KG,KIA,Rheiner Str. 43-45,49809,Lingen,DE,52.513274,7.318213,0591 - 800670,info@auto-jansen.de,https://www.kia-jansen-lingen.de
Automobile Tierhold GmbH,KIA,Unterer Talweg 48,86179,Augsburg,DE,48.318546,10.892216,0821-808990,info@tierhold.com,https://www.kia-tierhold-augsburg.de/
Autohaus Mittelsdorf e.K.,KIA,Defertshäuser Weg 6,98617,Meiningen,DE,50.5852,10.41094,03693 - 44660,info@autohaus-mittelsdorf.de,https://www.kia-mittelsdorf-meiningen.de/
Kögler Autowelt GmbH,KIA,Dieselstraße 25,61169,Rosbach,DE,50.294062,8.6928,06003 / 59039 - 992,kia@kia-koegler.de,https://kia-koegler.de/
Autohaus Souren GmbH,KIA,Am Gut Wolf 10,52070,Aachen,DE,50.790171,6.101683,0241 - 938680,info@autohaus-souren.de,https://www.kia-souren-aachen.de
Autohaus Günther GmbH,KIA,Gärtnerstr. 165,25469,Halstenbek,DE,53.628961,9.866474,04101 - 47800,info@guenther-gruppe.de,https://www.kia-guenther-halstenbek.de
Autohaus Mocker GmbH,KIA,Schlachthofstr. 5,95100,Selb,DE,50.170879,12.118033,09287 - 70836,info@autohaus-mocker.de,https://www.kia-mocker-selb.de
Autohaus Möller GmbH,KIA,Friedrich-Glenck-Str. 3,99087,Erfurt,DE,51.0326996,11.0390438,0361 - 54122200,mmoeller@autohausmoeller.de,https://www.kia-moeller-erfurt.de/
Auto-Koch GmbH & Co. KG,KIA,Auf dem Felde 75,52249,Eschweiler,DE,50.8363727,6.2446937,02403 / 50580,info.eschweiler@auto-koch.com,https://kia.auto-koch.com/
"Autohaus Gräßlin, Inhaber Peter Gräßlin",KIA,Mittlerer Weg 28,79424,Auggen,DE,47.79127220345639,7.59154938035334,07631 - 12812,info@autohaus-graesslin.de,https://www.kia-graesslin-auggen.de
Automobile Engbert GmbH,KIA,Castroper Straße 349,45711,Datteln,DE,51.668724,7.354158,02363 - 36560,info@automobile-engbert.de,https://www.kia-engbert-datteln.de/
Autocenter Dresen GmbH,KIA,Moselstr. 9,41464,Neuss,DE,51.181657,6.679214,02131 - 7999600,kia-neuss@dresen.de,https://www.kia-dresen-neuss.de/
Auto Schmitz GmbH,KIA,Otto-Lilienthal-Str. 45,46539,Dinslaken,DE,51.567949,6.752196,02064 - 60970 ,mail@kia-schmitz.de,https://www.kia-schmitz-dinslaken.de
Dürkop GmbH Filiale Berlin Rummelsburger Landstraße,KIA,Rummelsburger Landstr. 112,12459,Berlin,DE,52.473416,13.509163,030-53891317,info-rummelsburg@duerkop.de,https://www.kia-duerkop-berlin.de/
Dürkop GmbH Filiale Bernau,KIA,Mühlenstr. 30,16321,Bernau,DE,52.681877,13.581371,03338 - 39090,info-bernau@duerkop.de,https://www.kia-duerkop-bernau.de/
Dürkop GmbH Filiale Goslar,KIA,Bornhardtstr. 4,38644,Goslar,DE,51.924453,10.417845,05321 - 5540,info-goslar@duerkop.de,https://www.kia-duerkop-goslar.de/
Dürkop GmbH Filiale Hannover,KIA,Am Listholze 26-30,30177,Hannover,DE,52.397898,9.763857,0511 - 696360,info-hannover@duerkop.de,https://www.kia-duerkop-hannover.de/
Preckel Automobile GmbH,KIA,Monschauer Str. 34,41068,Mönchengladbach,DE,51.19403,6.4096,02161 - 93910,anfragen@preckel.de,https://www.kia-preckel-moenchengladbach.de
Bekemeier Automobile GmbH & Co. KG,KIA,Am Zollamt 4 ,32312,Lübbecke ,DE,52.309547,8.6341114,,,https://www.kia-bekemeier-luebbecke.de/
Settele KFZ GmbH & Co. KG,KIA,Reuttier Str. 105,89231,Neu-Ulm,DE,48.3852154,10.0190905,0731-20559950,info@settele-kfz.de,https://www.kia-settele-neu-ulm.de/
Autohaus am Olympiapark GmbH ,KIA,Georg-Brauchle-Ring 68 ,80992 ,München ,DE,48.176322,11.528713,,,https://kia.autohaus-olympiapark.de/
Autohaus Dinnebier GmbH ,KIA,Siegfriedstraße 79 ,10365,Berlin-Lichtenberg,DE,52.523754,13.499618,030-557670,,https://www.kia-dinnebier-berlin.de/
Autohaus Dinnebier GmbH ,KIA,Grünstraße 1/25 ,14482,Potsdam ,DE,52.3838,13.11205,0331 - 704440 ,anfrage@dinnebiergruppe.de,https://www.kia-dinnebier-potsdam.de/
Autohaus Gotthard König GmbH,KIA,Eisenhutweg 128,12487,Berlin,DE,52.4293141,13.5136163,030 4004750,jens.tauchnitz@autohaus-koenig.de,https://www.kia-koenig-berlin-adlershof.de 
Procar Automobile Movement GmbH,KIA,Willettstraße 7,40822,Mettmann,DE,51.25488,6.95212,02104 - 83340,mettmann@kia-procar.de,https://www.kia-procar-mettmann.de
CAR Avenue Autohaus GmbH,KIA,Römerstraße 47,54516,Wittlich,DE,49.9771728515625,6.889621257781982,06571-14680,info.autohaus@caravenue.com,https://www.kia-caravenue-wittlich.de/
CAR Avenue Autohaus GmbH,KIA,Narzissenweg 20,53881,Euskirchen,DE,50.6476038,6.8020363,02251 94670 ,info.autohaus@caravenue.com,https://www.kia-caravenue-euskirchen.de/
Autohaus Gotthard König GmbH,KIA,Oderstraße 55,14513,Teltow,DE,52.3997197,13.2400596,03328-33100-0,empfang.teltow@autohaus-koenig.de,https://www.kia-koenig-teltow.de/
Autohaus Frascoia GmbH & Co. KG,KIA,Binzigstraße 25,77876,Kappelrodeck,DE,48.59784505108617,8.111804110514115,07842 - 594980,verkauf@autohaus-frascoia.de,https://www.kia-frascoia-kappelrodeck.de/
Auto Bebion Nürtingen GmbH,KIA,Siemensstraße 12,72636,Frickenhausen,DE,48.597755432128906,9.358254432678223,07022 - 943460,info@auto-bebion.de,https://www.kia-bebion-frickenhausen.de
Autohaus Ebner GmbH,KIA,Kartonstraße 1,88255,Baienfurt,DE,47.830743,9.658858,0751 5600922,c.ebner@ebner-autohaus.de,https://www.kia-ebner-baienfurt.de/
DS Automobile Inh. Antonio Mazzone e.K.,KIA,Lindenstraße 46,68623 ,Lampertheim/Hofheim,DE,49.654302,8.402128,06241-985302,verkauf@ds-automobile.net ,https://www.kia-ds-lampertheim.de
Ernst Dello GmbH & Co. KG,KIA,Töpferweg 65,23558,Lübeck,DE,53.861616,10.665083,0451 - 880080,kia-luebeck@dello.de,https://www.kia-dello-luebeck.de
Ernst Dello GmbH & Co. KG,KIA,Simonsberger Straße 1,25813,Husum,DE,54.471703,9.050216,04841 - 83925-0,husum@dello.de,https://www.kia-dello-husum.de/
Ernst Dello GmbH & Co. KG,KIA,Hamburger Straße 123 - 127,25746,Heide,DE,54.197871,9.116796,0481 - 8544-0,heide@dello.de,https://www.kia-dello-heide.de/
Ernst Dello GmbH & Co. KG,KIA,Senefelder-Ring 1 ,21465,Reinbek,DE,53.531516,10.237336,040 - 727606-0,sven.polachowski@dello.de,https://www.kia-dello-reinbek.de
Autohaus Raab GmbH,KIA,Gottlieb-Keim-Straße 22 ,95448,Bayreuth,DE,49.91441345214844,11.609527587890625,0921-9900820,info.bayreuth@auto-raab.de,https://www.kia-raab-bayreuth.de
Autohaus Bleker GmbH,KIA,Nordring 223,46325,Borken,DE,51.846508,6.8464155,02861 - 808750,,https://www.kia-bleker-borken.de
Autohaus Bleker GmbH,KIA,Im Königsesch 4,46395,Bocholt,DE,51.8291053,6.62975931,02871 - 2345778,,https://www.kia-bleker-bocholt.de
Autohaus Bruns GmbH,KIA,Daimlerstr. 34,91301,Forchheim,DE,49.700964,11.064442,09191 - 2436,autohaus-bruns@t-online.de,https://www.kia-bruns-forchheim.de
Autohaus Putzlacher GmbH & Co. KG ,KIA,Hutwiesenstr. 19,71106,Magstadt,DE,48.745571,8.975764,07159 - 42325,info@autohaus-putzlacher.de,https://www.kia-putzlacher-magstadt.de/
Auto Löffler GmbH,KIA,Nürnberger Str. 106,97076,Würzburg,DE,49.798076,9.989456,0931 200100; Verkauf: 0931 200 10-101,t.dutzki@auto-loeffler.de,https://www.kia-loeffler-wuerzburg.de
Auto Center Weiterstadt GmbH,KIA,Friedrich-Schäfer-Str. 1,64331,Weiterstadt,DE,49.8946516,8.6090393,06151 - 70050,info@acw-team.de,https://www.kia-auto-center-weiterstadt.de
Autohaus Reckhaus Langenberg GmbH & Co. KG,KIA,Reckenberger Str. 22,33449,Langenberg,DE,51.788563,8.334342,05248 - 82180,info@autohaus-reckhaus.de,https://www.kia-reckhaus-langenberg.de
Autohaus Bruns GmbH,KIA,Maschstr. 39,49565,Bramsche,DE,52.41497,7.977911,05461 - 93630,info@autohaus-bruns.de,https://www.kia-bruns-bramsche.de
Autovertrieb G.E.C.A. GmbH,KIA,Fritz-Thyssen-Str. 6-8,45475,Mülheim/Ruhr,DE,51.452148,6.882763,0208 - 9966460,infogeca@geca.de,https://www.kia-ruhrdeichgruppe-muelheim.de/
Autovertrieb G.E.C.A. GmbH,KIA,Max-Peters-Str. 25,47059,Duisburg,DE,51.443309,6.760513,0203 - 318170,infogeca@geca.de,https://www.kia-ruhrdeichgruppe-duisburg.de/
Automobile R.Günther GmbH,KIA,Am langen Rasen 5,99996,Ammern,DE,51.2397061,10.4580267,03601 / 83480,kia@guenther-automobile.de,www.kia-guenther-muehlhausen.de
Autohaus Bellemann GmbH,KIA,Tullastr. 10,67346,Speyer,DE,49.3388404,8.4337298,06232 / 6490-0,speyer@bellemann-speyer.de,https://www.kia-bellemann-speyer.de
Central-Garage Horst Wilhelm GmbH,KIA,Poststr. 33,66687,Wadern,DE,49.535253,6.894113,06871 - 90290,info@wilhelm-wadern.de,https://www.kia-wilhelm-wadern.de
Autohaus Renck-Weindel GmbH,KIA,Meckenheimer Str. 8-12,68199,Mannheim,DE,49.446714,8.50481,0621 - 842020,kontakt@renck-weindel.de,https://www.kia-renck-weindel-mannheim-neckarau.de
"Autohaus Jäger, Inh. Thorsten Jäger e.K.",KIA,Flüttenweg 2,37639,Bevern,DE,51.8524346,9.4864502,05531 - 993011,autohausjaeger@t-online.de,https://www.kia-jaeger-bevern.de
MVZ GmbH & Co. KG (im Hause Vonzumhoff),KIA,Simonsstraße 80,42117,Wuppertal,DE,51.248883,7.128204,0202 - 37300,zentrale@jungmann-vonzumhoff.de,https://www.kia-mvz-wuppertal.de
Motor Center Heinen GmbH,KIA,Zur Alten Kolonie 6,59439,Holzwickede,DE,51.517049,7.619809,02301 - 29660 ,service@heinen-nrw.de,https://www.kia-heinen-dortmund.de
Auto Billwiller GmbH,KIA,Hans-Liebherr-Str. 9,88400,Biberach/Riß,DE,48.091614,9.79467,07351 / 58783-0,info@auto-billwiller.de,https://www.kia-billwiller-biberach.de
Autohaus Holsten GmbH,KIA,Gottlieb-Daimler-Straße 11,21684,Stade,DE,53.578527,9.496526,04141-777733,verkauf@autohaus-holsten.de,https://www.kia-holsten-stade.de
Autohaus Christmann GmbH,KIA,Bruchwiesenstr. 32,67059,Ludwigshafen,DE,49.465837,8.419476,0621 - 66 00 32-0,kia@autohaus-christmann.com,https://www.kia-christmann-ludwigshafen.de
Autohaus Christmann GmbH,KIA,Schönauer Str. 17-19,67547,Worms,DE,49.62674,8.36414,06241 - 26630,kia@autohaus-christmann.com,https://www.kia-christmann-worms.de
Dürkop GmbH Filiale Hildesheim,KIA,Bavenstedter Str. 90,31135,Hildesheim,DE,52.165813,9.975935,05121 - 2040810,info-hildesheim@duerkop.de,https://www.kia-duerkop-hildesheim.de/
Autohaus Krack GmbH,KIA,Reinhard Rube Str. 3,37077,Göttingen,DE,51.561077,9.922642,0551 - 5031170,info@autohaus-krack.de,https://www.kia-krack-goettingen.de
Autohaus Meures GmbH,KIA,Gewerbestr. Süd 62,41812,Erkelenz,DE,51.067695,6.312515,02431 - 96120,info@autohaus-meures.de,https://www.kia-meures-erkelenz.de/
Autohaus Daub GmbH,KIA,Kirschbäumle 2-4,72160,Horb am Neckar,DE,48.458822,8.696921,07451 – 5517 77,kia@autohaus-daub.de,https://www.kia-daub-horb.de
Kfz-Kurt GmbH,KIA,Bochumer Str. 82a,45661,Recklinghausen,DE,51.576697,7.213094,02361 - 30 22 620,verkauf@kfz-kurt.de,https://www.kia-kurt-recklinghausen.de
Autocenter Dresen GmbH,KIA,Friedrich-Ebert-Str. 27,41352,Korschenbroich,DE,51.19397,6.52061,02161 - 992990,autocenter-neuss@dresen.de,https://www.kia-dresen-korschenbroich.de
Autohaus Burian e.K.,KIA,Braunschweiger Heerstraße 49,29221,Celle,DE,52.611031,10.099316,05141-978527-0,info@ah-burian.de,https://www.kia-burian-celle.de
Autohaus Brüggemann GmbH & Co. KG,KIA,Kaiserslauterner Str. 9,14772,Brandenburg,DE,52.438236,12.530122,03381 - 76950,brandenburg@autohaus-brueggemann.de,https://www.kia-brueggemann-brandenburg.de
Auto Hoff GmbH,KIA,Im Speyer 7,54294,Trier,DE,49.74445,6.616513,0651 - 827490,info@hoff-fahrzeuge.de,https://www.kia-hoff-trier.de
Autohaus Pohl GmbH,KIA,Predätzer Weg 3,39288,Burg OT Reesen ,DE,52.285899,11.945163,0 39 21 - 72 99 77 0 ,info@autohauspohl.de,https://www.kia-pohl-burg-reesen.de
Autohaus Breitschwert GmbH & Co. KG,KIA,Rothenburger Str. 35,91555,Feuchtwangen,DE,49.17242,10.3240513,09852 - 67790,info@breitschwert.de,https://www.kia-breitschwert-feuchtwangen.de
Autohaus Dinnebier GmbH,KIA,Saarlandstr. 32-38,16515,Oranienburg,DE,52.73895,13.24968,03301 - 58590,anfragen.oranienburgs@dinnebiergruppe.de,https://www.kia-dinnebier-oranienburg.de
Autohaus Dinnebier GmbH,KIA,Wolfener Str. 13,12681,Berlin-Marzahn,DE,52.555466,13.546511,030/93668890,anfragen.marzahn@dinnebiergruppe.de,https://www.kia-dinnebier-berlin-marzahn.de
Autohaus Heinz Hinte GmbH,KIA,Rastenburger Straße 1,28779,Bremen,DE,53.2143279,8.5829716,Verkauf: 0421/ 33 11 62 70,kia@autohaus-hinte.de,https://www.kia-hinte-bremen.de
Autohaus Dinnebier GmbH,KIA,Karlsruher Str. 25-27,10711,Berlin,DE,52.499314,13.294154,030 - 894087100,kudamm.service@dinnebiergruppe.de ,https://www.kia-dinnebier-berlin-kurfuerstendamm.de
Pro Car Service und Vertriebs GmbH,KIA,Neckarstraße 8,66955,Pirmasens,DE,49.1879358,7.5929303,06331-27000,kia@procar-auto.de,https://www.kia-pro-car-pirmasens.de
Autohaus Stamm GmbH,KIA,Dicke Hecke 20,59755,Arnsberg-Neheim,DE,51.4422,7.96533,02932 - 97020,info@autohausstamm-nrw.de,https://www.kia-stamm-arnsberg-neheim.de
Auto-Schubert GmbH,KIA,Gisselberger Str. 75,35037,Marburg,DE,50.79201,8.75231,06421 - 17180,mr@auto-schubert.de,www.auto-schubert.de/marken/kia
Autocenter Dresen GmbH,KIA,Ellerstr. 73-75,53119,Bonn,DE,50.740843,7.084561,0228 - 26950,autocenter-neuss@dresen.de,https://www.kia-dresen-bonn.de
Hugo Pfohe GmbH,KIA,Pampower Straße 1,19061,Schwerin,DE,53.591124,11.405022,0385 64000,info.schwerin@hugopfohe.de,https://www.kia-pfohe-schwerin.de
Auto Horn GmbH,KIA,Klausdorfer Str. 121,24161,Altenholz,DE,54.406165,10.123569,0431 - 329650,info@auto-horn.de,https://www.kia-horn-altenholz.de
Jähler GmbH,KIA,Berliner Str. 75,07545,Gera,DE,50.88931,12.0787613,0365 - 833070,kontakt@jaehler.com,https://www.kia-jaehler-gera.de/
Auto-Center Grimmen GmbH & Co. Fahrzeughandel KG,KIA,Greifswalder Straße 22,18507,Grimmen,DE,54.111733,13.051264,038326 - 4411,info@grimmen4411.de,https://www.kia-auto-center-grimmen.de
Autohaus Ernst Meier GmbH,KIA,Gewerbestr. 8,86720,Nördlingen,DE,48.8575759,10.5076976,09081 - 290810,info@autohausmeier.com,https://www.kia-meier-noerdlingen.de/
ACB Dornig GmbH,KIA,Brüderstraße 1,08527,Plauen,DE,50.48802,12.13532,03741 - 3070,info@dornig.de,https://www.kia-acb-dornig-plauen.de
Autohaus Renck-Weindel GmbH,KIA,Christian-Friedrich-Schwan Str. 2-4,68167,Mannheim,DE,49.495908,8.500326,0621 - 338410,kontakt@renck-weindel.de,https://www.kia-renck-weindel-mannheim-wohlgelegen.de
Hotz Automobile Gardelegen GmbH,KIA,An der breiten Gehre 5,39638,Gardelegen,DE,52.53928,11.409293,03907 - 72220,info@hotz-gardelegen.de,https://www.kia-hotz-gardelegen.de
Autohaus Perras GmbH,KIA,Dr.-Otto-Schedl-Str. 15,92318,Neumarkt,DE,49.2979763,11.4678949,09181-51001-0,info@perras.de,https://www.kia-perras-neumarkt.de
Autohaus Gotthard König GmbH,KIA,Tornauer Weg 7,06862,Dessau-Roßlau,DE,51.89457,12.22236,034901-8130,empfang.dessau@autohaus-koenig.de,https://www.kia-koenig-dessau-rosslau.de/
Auto Möller GmbH,KIA,Neue Wiese 3,99817,Eisenach,DE,50.99962615966797,10.35645580291748,03691-249200,info@autohausmoeller.de,https://www.kia-moeller-eisenach.de
Autohaus Wilke Inh. Volker Wilke e.K.,KIA,Am Weidenbach 12a,51491,Overath,DE,50.941231,7.294949,02206 - 4926,info@autohaus-wilke.com,https://autohaus-wilke.com/startseite-kia
Autohaus Seitz GmbH,KIA,Dieselstr. 4,63785,Obernburg,DE,49.83401,9.126502,06022/71081-0,info@seitz-autohaus.de,https://www.kia-seitz-obernburg.de
Autohaus Wild GmbH,KIA,Im Hasengarten 3,77815,Bühl,DE,48.71528797,8.120787909,07223-99087-70,info@autohauswild.de,https://www.kia-wild-buehl.de
Auto & Garten Gottschalk e.K.,KIA,Unter den Weinbergen 2,37213,Witzenhausen,DE,51.347043,9.860228,05542 - 507180,info@autogottschalk.de,https://www.kia-gottschalk-witzenhausen.de
G&J Autoservice GmbH,KIA,Bonner Str. 51,53424,Remagen-Rolandseck,DE,50.62898,7.2056213,02228 - 913690,info@autohaus-gj.de,https://www.kia-gj-remagen-rolandseck.de
Autohaus Dähn GmbH & Co. KG,KIA,Am Umspannwerk 6,17291,Prenzlau,DE,53.3439798,13.867408,03984 - 85930,Prenzlau2@autohausdaehn.de,https://www.kia-daehn-goeritz.de
Autohaus Di Leonardo GmbH,KIA,Brückenstr. 2,35606,Solms,DE,50.543122,8.408486,06442 / 25925-0,service@di-leonardo.de,https://www.kia-di-leonardo-solms.de
Autohaus Trinkle GmbH,KIA,Vordere Ramsbachstr. 16,73614,Schorndorf,DE,48.808559,9.515487,07181 - 998770,info@autohaus-trinkle.de,https://www.kia-trinkle-schorndorf.de
Auto Vogt GmbH,KIA,Kreuzkette 2,89435,Finningen OT Mörslingen,DE,48.624167,10.508703,09074 - 2040,m.vogt@autovogt.de,https://www.kia-vogt-finningen.de
Autohaus Engelbart GmbH & Co. KG,KIA,Hasporter Damm 141 ,27755,Delmenhorst,DE,53.0343598,8.6505901,04221 / 689550,kia@autohaus-engelbart.de,https://www.kia-engelbart-delmenhorst.de
MVZ GmbH & Co. KG (im Hause Jungmann),KIA,Heckinghauser Str. 102-110,42289,Wuppertal,DE,51.270795,7.215821,0202 - 962222,info@jungmann-vonzumhoff.de,https://www.kia-jungmann-vonzumhoff-wuppertal-barmen.de
autoForum Wiegers GmbH,KIA,Erbeweg 25,32457,Porta Westfalica,DE,52.2627273,8.8952461,0571 - 388260,info-portawestfalica@wiegers.de,https://wiegers.de/kia
Autozentrum Beilstein Ritter & Gümüs GmbH,KIA,Oberstenfelder Str. 18 (Service: Heerweg 50),71717,Beilstein,DE,49.03671261020678,9.316127287274378,07062 - 9166013 (Service),verkauf@autozentrum-beilstein.de,https://www.kia-ritter-guemues-beilstein.de
Autoservice Eisleben GmbH,KIA,Hallesche Str. 84,06295,Lutherstadt Eisleben,DE,51.521838,11.557941,03475 - 92660,info@kia-eisleben.de,https://www.kia-eisleben-eisleben.de
A-Z Autozentrum GmbH ,KIA,Rugiswalder Weg 17,01844,Neustadt/Sachsen,DE,51.020676,14.22094,03596 - 502549,a-z-autozentrum@t-online.de,https://www.kia-autozentrum-neustadt.de
Autohaus Benkert GmbH,KIA,Remsaer Str. 20,04600,Altenburg,DE,51.00259,12.464846,03447 - 834321,info@autohaus-benkert.de,https://www.kia-benkert-altenburg.de
Autohaus Schabacker GmbH,KIA,Am Rosenbach,99755,Ellrich,DE,51.584628,10.671359,036332 - 20249,info@kia-autohaus-schabacker.de,https://www.kia-schabacker-ellrich.de
Autoservice Trützschler,KIA,Raasdorfer Str. 22,07987,Mohlsdorf,DE,50.672299,12.254914,03661 - 431129,as.truetzschler@t-online.de,https://www.kia-truetzschler-mohlsdorf.de
autoForum Wiegers GmbH,KIA,Detmolder Str. 378,33605,Bielefeld,DE,51.99972,8.577,0521 - 922260,info-bielefeld@wiegers.de,https://wiegers.de/kia
Hofmann Motorrad-Auto-Service und Handels GmbH,KIA,Neunäcker 1,97724,Burglauer,DE,50.2820934,10.1778813,09733-811860,kia@hofmann-burglauer.de,https://www.kia-hofmann-burglauer.de
Autohaus Görschner GmbH,KIA,Warliner Str. 6,17034,Neubrandenburg,DE,53.565683,13.293316,0395 - 4567515,info@autohaus-goerschner.de,https://www.kia-goerschner-neubrandenburg.de
Michael Raeder GmbH,KIA,Ernst-Zindel-Str. 18a,06847,Dessau,DE,51.818428,12.173739,0340 - 517423,raeder-dessau@t-online.de,https://www.kia-raeder-dessau.de
Autohaus Sommer e.K. Gerd Sommer,KIA,Potsdamer Allee 40,14532,Stahnsdorf,DE,52.391721,13.208612,03329 - 63880,info@autohaus-sommer.com,https://www.kia-sommer-stahnsdorf.de
Autohaus Sarin GmbH,KIA,Mörscherstr. 13-15,76275,Ettlingen,DE,48.947983,8.38187,07243 - 536590,info@autohaus-sarin.de,https://www.kia-sarin-ettlingen.de
Autohaus Fischer Münchberg Inh. Stefan Müller e. K.,KIA,Kirchenlamitzer Str. 99,95213,Münchberg,DE,50.18923,11.80251,09251 - 9200-0,info@ahfischer.de,https://www.kia-fischer-muenchberg.de
Fehrmann & Neubert GmbH & Co. KG,KIA,Industriestr. 27,49082,Osnabrück,DE,52.231397,8.03327,0541 - 959490,verkauf@fehrmann-neubert.de,https://www.kia-fehrmann-neubert-osnabrueck.de
Autohaus Echterstrasse GmbH,KIA,Bürgermeister-Dr.-Nebel-Str. 16,97816,Lohr am Main,DE,49.982537,9.576143,09352-87620,stefan.colisi@echterstrasse.de,https://www.kia-echterstrasse-lohr.de
Autohaus Degel GmbH & Co. KG,KIA,Wolf-Weil-Straße 6,95030,Hof/Saale,DE,50.313171,11.875994,09281 - 540010,Verkauf@Autohaus-Degel.de,https://www.kia-degel-hof.de
Autohaus Neff GmbH,KIA,Kocherwaldstraße 26,74177,Bad Friedrichshall,DE,49.2332209,9.2127901,07136-946200,info@auto-neff.de,www.kia-neff-bad-friedrichshall.de
Autohaus Wilhelm Neustadt e.K.,KIA,Westbogen 2,04910,Elsterwerda,DE,51.4661735,13.4962962,03525 - 51060,frank-neustadt@neustadt-automobile.de,https://www.kia-neustadt-elsterwerda.de
Autohaus Würll OHG,KIA,Schützenstr. 9,97640,Rappershausen,DE,50.387592,10.407369,09764 - 1006,a.wuerll@autohaus-wuerll.de ,https://www.kia-wuerll-rappershausen.de
Auto Störk GmbH,KIA,Ehinger Str. 19,78259,Mühlhausen-Ehingen,DE,47.815978,8.802562,07733 - 505710,info@auto-stoerk.de,https://www.kia-stoerk-singen-hegau.de
Walter Metzen GmbH & Co KG Kraftfahrzeuge,KIA,Sauergarten 4,54472,Monzelfeld,DE,49.893333,7.077024,06531 - 96340,c.metzen@auto-metzen.de,https://www.kia-metzen-monzelfeld.de
Autohaus Meyer GmbH,KIA,Inselsbergstr. 24,99891,Bad Tabarz ,DE,50.880958,10.507155,036259 12380,info@kia-meyer.de,https://www.kia-meyer-tabarz.de
Autohaus Schüler GmbH,KIA,Siegener Str. 13,35708,Haiger,DE,50.746318,8.188222,02773 - 94150,info@schueler-haiger.de ,https://www.kia-schueler-haiger.de
Autohaus Baldsiefen GmbH,KIA,Olefant 14,51427,Bergisch Gladbach,DE,50.954919,7.147368,02204 - 92280,info@baldsiefen.de,https://www.kia-baldsiefen-bergischgladbach.de
AFB-Auto Forum Bernburg GmbH,KIA,An der Ziegelei 8,06406,Bernburg OT Baalberge,DE,51.771531,11.787189,03471 - 32260,info@afbnet.de ,https://www.kia-autoforum-bernburg.de/
Auto Dom Pforzheim GmbH,KIA,Dürrenweg 44,75177,Pforzheim,DE,48.915291,8.72966,07231 - 1542550,info@autodom-pforzheim.de,https://www.kia-dom-pforzheim.de
Autopark Borsdorf GmbH,KIA,Leipziger Str. 49,04451,Borsdorf,DE,51.348785,12.5428406,034291 - 89500,kia-info@autoparkborsdorf.de,https://www.kia-autoparkborsdorf-leipzig.de
Autohaus Schultheiß GmbH,KIA,Alte Str. 32,79576,Weil am Rhein,DE,47.59744,7.60073,07621 - 974140,mail@autohaus-schultheiss.de,https://www.kia-schultheiss-weil-am-rhein.de
Automobilzentrum Memmingen GmbH,KIA,Europastr. 7,87700,Memmingen,DE,47.999895,10.153509,08331 - 85680,info@amz-memmingen.de,https://www.kia-memmingen.de/
Thomas Wandscher Autovertriebs GmbH,KIA,Güterstr. 90,26389,Wilhelmshaven,DE,53.522349,8.070182,04421 - 75640,info@wandscher-gruppe.de,https://www.kia-wandscher-wilhelmshaven.de
Autohaus Tosch OHG,KIA,Berliner Str. 17,15926,Luckau,DE,51.85903,13.703812,03544 - 555920,info@autohaus-tosch.de,https://www.kia-tosch-luckau.de
Schäfer Automobile GmbH,KIA,Im Mittelgewann 1,63924,Kleinheubach,DE,49.714144,9.217637,09371 - 3030,info@autohausschaefer.de,https://www.kia-schaefer-kleinheubach.de
Autohaus Baudisch GmbH,KIA,An der Irler Höhe 1,93055,Regensburg,DE,49.011104,12.133136,0941 - 793207,info@autohausbaudisch.de,https://www.kia-baudisch-regensburg.de
Christ GmbH,KIA,Berghofstr. 7,91522,Ansbach,DE,49.298918,10.541983,0981 - 14268,auto-christ@t-online.de,https://www.kia-christ-ansbach.de
Cecala GmbH & Co. KG,KIA,Duisburger Str. 100,46049,Oberhausen,DE,51.481069,6.85045979999995,0208 - 9412760,clever@cecala.de,https://www.kia-cecala-oberhausen.de
Automobile Radeberg GmbH,KIA,Pillnitzer Str. 34,01454,Radeberg,DE,51.105903,13.922114,03528 - 400940,info@Automobile-Radeberg.de,https://www.kia-radeberg.de
Autohaus Korn & Schwenk GmbH,KIA,Albert-Ruckdeschel-Str. 6,95326,Kulmbach,DE,50.11249,11.45111,09221 - 90520,info@korn-schwenk.de,https://www.kia-korn-schwenk-kulmbach.de
